eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
200807140002,2008,7,14,,0,,101,Japan,4,East Asia,Okinawa,Urasoe,26.245816,127.721799,1.0,0,The attack took place at the US Consulate general compound.,"07/14/2008: On Monday early in the morning, a Molotov cocktail was tossed into the garden of the US Consulate General compound in Urasoe, Okinawa, Japan.  There were no injuries or damage to the building, according to police.  The explosive hit the concrete of the garden behind the building and burned 30 square centimeters of the nearby lawn at around 1:15 a.m., though the fire soon burned out.  A small black motorbike was seen at the time the Molotov cocktail was thrown, though there were no claims of reponsibility.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,7,Government (Diplomatic),45.0,"Diplomatic Personnel (outside of embassy, consulate)",U.S. Consulate,The U.S. Consulate General Compound,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack is unknown.,0.0,,,0,1.0,0.0,0.0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,A Molotov cocktail was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,A small portion of grass was burned in the attack.,0.0,,,,,,,,,,,,,,,,,"Now Public, ""Attack on American Consulate in Japanese Okinawa,"" Now Public, http://www.nowpublic.com/world/attack-american-consulate-japanese-okinawa.","Lexis Nexis, ""Petrol Bomb Thrown into US Consulate Gereral's Garden in Japan; No Injuries,"" BBC Monitoring Asia Pacific - Political, July 14, 2008.",,ISVG,-9,-9,1,1,
198311140009,1983,11,14,,0,,81,Guadeloupe,2,Central America & Caribbean,Pointe-a-Pitre,Pointe-a-Pitre,16.2411,-61.5331,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,2,Government (General),21.0,Government Building/Facility/Office,,city government office,69.0,France,,,,,,,,,,,,,,,,,Caribbean Revolutionary Alliance (ARC),,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0.0,,,20.0,,,1,3.0,Minor (likely < $1 million),50000.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,1,1,0,1,
199008150019,1990,8,15,,0,,61,El Salvador,2,Central America & Caribbean,Unknown,Unknown,,,5.0,0,,,1,1,1,0.0,,,1.0,1,0,3,Bombing/Explosion,,,,,21,Utilities,107.0,Electricity,,high tension line tower,61.0,El Salvador,,,,,,,,,,,,,,,,,Farabundo Marti National Liberation Front (FMLN),,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0.0,,,0.0,,,1,3.0,Minor (likely < $1 million),50000.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,"199008150019, 199008150004, 199008150005, 199008150006, 199008150007, 199008150008, 199008150009, 199008150010, 199008150011, 199008150012, 199008150013, 199008150014, 199008150015, 199008150016, 199008150017, 199008150018, 199008150020"
198212240001,1982,12,24,,0,,231,Zimbabwe,11,Sub-Saharan Africa,Matabeleland North,Victoria Falls,-17.931788,25.825523,1.0,1,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,19,Transportation,100.0,Train/Train Tracks/Trolley,,Railway track,231.0,Zimbabwe,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,,,,,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
197910190005,1979,10,19,,0,,61,El Salvador,2,Central America & Caribbean,San Salvador,San Salvador,13.69288,-89.199161,1.0,0,,,1,1,1,0.0,,,0.0,1,0,1,Assassination,,,,,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Army,"Simon Tadeo Martel, Colonel (retired) *",61.0,El Salvador,,,,,,,,,,,,,,,,,People's Liberation Forces (FPL),,,,,,,0.0,,,0,,,,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,5.0,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,Firearms; Automatic firearm,1.0,,,0.0,,,0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
200804190009,2008,4,19,,0,,92,India,6,South Asia,Manipur,Imphal East district,24.817011,93.936844,3.0,0,"The hostage attack took place in Nongsum village in Manipur's Imphal East district, India, and the firearm attack took place in Keibi Khunou village in Manipur's Imphal East district, India.","04/19/2008: On Saturday, two cousins, Paominthang Guite and Thangkhenlal Guite, were abducted by suspected valley based militants from Nongsum village in Manipur's Imphal East district, India, and later shot and killed in Keibi Khunou village in Manipur's Imphal East district, India. No claim of responsibility was made for the incident.",1,1,1,0.0,,,0.0,1,0,6,Hostage Taking (Kidnapping),2.0,Armed Assault,,,14,Private Citizens & Property,68.0,Named Civilian,,"Two cousins, Paominthang Guite and Thangkhenlal Guite,",92.0,India,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack is unknown or was not reported.,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,Unknown firearms were used in the attacks.,2.0,0.0,0.0,0.0,0.0,0.0,0,,,,,1.0,2.0,0.0,,-99.0,,,0.0,,,,,,4.0,Hostage(s) killed (not during rescue attempt),0.0,,"Sri Lanka Ministry of Defence, Public Security, Law and Order, ""Four Militants and Two Civilians Killed in Manipur,"" http://www.defence.lk/ (accessed April 20, 2008).","Hindustan Times, ""3 Gunned Down in Manipur,"" Lexis Nexis, Hindustan Times, April 19, 2008.",,ISVG,-9,-9,0,-9,
198912300008,1989,12,30,,0,,92,India,6,South Asia,Jammu and Kashmir,Akhnoor,32.899523,74.742485,1.0,1,,,1,1,0,1.0,1.0,Insurgency/Guerilla Action,0.0,1,0,2,Armed Assault,,,,,4,Military,29.0,Military Unit/Patrol/Convoy,border security force,unit,92.0,India,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,3.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
201204010006,2012,3,31,,0,,4,Afghanistan,6,South Asia,Uruzgan,Gizab,33.428713,66.212725,1.0,0,,"03/31/2012: An explosive device planted along a road detonated in Gizab district, Uruzgan province, Afghanistan. The explosion injured two councilmembers. This was the second of two roadside explosions that targeted council members in the area. No group claimed responsibility for the incident; however, local officials attributed the attack to the Taliban.",1,1,1,0.0,,,1.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,4.0,Afghanistan,,,,,,,,,,,,,,,,,Taliban,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,A roadside bomb was used in the attack.,0.0,0.0,0.0,2.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A vehicle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""BRIEF: Roadside bombs kill Afghan police commander, councilmen,"" DPA (Berlin), April 1, 2012.","""Police: Roadside bomb kills 3 in Afghanistan,"" Associated Press Online, April 1, 2012.","""Doom & gloom,"" MX (Australia), April 2, 2012.",START Primary Collection,0,0,0,0,"201204010005, 201204010006"
198807050007,1988,7,5,,0,,160,Philippines,5,Southeast Asia,Metropolitian Manila,Manila,14.596051,120.978666,1.0,0,,,1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,3,Police,23.0,Police Patrol (including vehicles and convoys),Police,Police car,160.0,Philippines,,,,,,,,,,,,,,,,,New People's Army (NPA),,,,,,,0.0,,,0,4.0,,,,,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,2.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
201705060027,2017,5,6,,0,,160,Philippines,5,Southeast Asia,Metropolitan Manila,Manila,14.599352,120.984772,1.0,0,The incident occurred in the Quiapo neighborhood.,"05/06/2017: An explosives-laden package detonated at the Imamate Islamic Center in Quiapo neighborhood, Manila, Philippines. At least two people were killed and four other people were injured in the blast. The device was thought to be targeting Nasser Abinal, an Imam at the mosque. This was one of two coordinated attacks in Quiapo on the same night. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incidents; however, authorities denied that the group was involved.",0,1,1,1.0,2.0,Other Crime Type,1.0,1,0,3,Bombing/Explosion,,,,,15,Religious Figures/Institutions,85.0,Religious Figure,Imamate Islamic Center,Shiite Imam: Nasser Abinal,160.0,Philippines,14.0,Private Citizens & Property,68.0,Named Civilian,Not Applicable,"Civilians: Abdul Baki Gulam, Datu Sohair Adapon, Hajhi Ali",160.0,Philippines,,,,,,,,,Islamic State of Iraq and the Levant (ISIL),,,,,,,1.0,,,0,-99.0,0.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,,6,Explosives,9.0,Letter Bomb,,,,,,,,,,,,,,2.0,0.0,0.0,4.0,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,There is doubt that this incident meets terrorism-related criteria. Authorities stated that the attack was the result of a personal feud.,"""Quiapo blast probe back to zero,"" Philippines Daily Inquirer, June 1, 2017.","""Philippines says bomb sparked by feud but ISIS claims attack,"" New Delhi Pioneer, May 8, 2017.","""Two Dead, Six Wounded in Twin Bomb Blasts in Manila,"" Latin American Herald Tribune, May 7, 2017.",START Primary Collection,1,1,0,1,"201705060027, 201705060028"
201501260013,2015,1,26,,0,,200,Syria,10,Middle East & North Africa,Lattakia,Lattakia,35.528404,35.79232,1.0,0,The incident occurred in the Ziraa neighborhood.,"01/26/2015: Assailants fired rockets that landed near Syrian Armed Forces (SAF) soldiers and detonated in Ziraa neighborhood, Latakia city, Latakia governorate, Syria. This was one of two projectile attacks in Latakia neighborhoods on the same day. At least two people were killed and 10 others were injured across both incidents. The Islamic Front (Syria) claimed responsibility for the attacks.",1,1,1,0.0,,,1.0,1,0,3,Bombing/Explosion,,,,,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Syrian Armed Forces (SAF),Soldiers,200.0,Syria,14.0,Private Citizens & Property,75.0,Village/City/Town/Suburb,Ziraa Neighborhood,Neighborhood,200.0,Syria,,,,,,,,,Islamic Front (Syria),Jaysh al-Islam,,,,,,0.0,,,0,-99.0,0.0,1.0,10.0,Unknown,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Grad rockets were used in the attack.,1.0,0.0,0.0,5.0,0.0,0.0,-9,,,,It is unknown if property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here. Casualty numbers for this attack represent an equal division of a cumulative total of killed and wounded across incidents 201501260013 and 201501260014.","""Rocket,   mortar fire pounds Damascus,   rebels   seize Deraa base,"" The Daily Star (Lebanon), January 26, 2015.","""Syrian Unrest: Roundup of Opposition, Pan-Arab Reports on Field Incidents 26 January 2015,"" OSC Summary, January 26, 2015.",,START Primary Collection,0,0,0,0,"201501260013, 201501260014"
201703130043,2017,3,13,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Carrickfergus,54.728457,-5.837902,1.0,0,The incident occurred in the Woodburn area of the city.,"03/13/2017: Assailants opened fire on the vehicle of George Gilmore in Woodburn neighborhood, Carrickfergus, Northern Ireland, United Kingdom. Gilmore, a former Ulster Defence Association (UDA) chief, was killed in the assault. No group claimed responsibility; however, sources attributed the attack to the South East Antrim Brigade.",1,0,1,1.0,3.0,Intra/Inter-group Conflict,0.0,1,0,1,Assassination,,,,,14,Private Citizens & Property,77.0,Laborer (General)/Occupation Identified,Ulster Defence Association (UDA),Vehicle of Former Chief: George Gilmore,233.0,Northern Ireland,,,,,,,,,,,,,,,,,South East Antrim Brigade,,,,,,"The specific motive is unknown; however, sources posited that the attack was the result of a feud between George Gilmore and the South East Antrim Brigade.",0.0,,,0,2.0,2.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A vehicle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,There is doubt that this incident meets terrorism-related criteria. Sources noted that the victim was engaged in a year-long feud with the group at the time of the attack.,"""Attacks by paramilitaries reach eight-year high,"" News Letter, December 28, 2017.",,,START Primary Collection,0,0,1,1,
199109140009,1991,9,14,,1,9/15/1991,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,1.0,0,,,1,1,0,1.0,1.0,Insurgency/Guerilla Action,0.0,1,0,6,Hostage Taking (Kidnapping),,,,,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Border Security Force,Senior Intelligence Officer Subash Bose,92.0,India,,,,,,,,,,,,,,,,,Jammu and Kashmir Liberation Front,,,,,,,0.0,,,0,,,,,,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,1.0,,,0.0,,,0,,,,,1.0,1.0,0.0,,,,India,0.0,,,,,,4.0,Hostage(s) killed (not during rescue attempt),0.0,,,,,PGIS,0,1,0,1,
198811150015,1988,11,15,,0,,183,South Africa,11,Sub-Saharan Africa,Eastern Cape,Port Elizabeth,-33.9585,25.600682,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,2,Government (General),21.0,Government Building/Facility/Office,South African Government,Post office,183.0,South Africa,,,,,,,,,,,,,,,,,African National Congress (South Africa),,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,8.0,Landmine,,,,,,,,,,,,,Limpet mine,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,UMD South Africa,0,0,0,0,
198303000007,1983,3,0,,0,,213,Uganda,11,Sub-Saharan Africa,Central,Kampala,0.350848,32.580224,1.0,1,,,1,1,1,-9.0,,,0.0,1,0,2,Armed Assault,,,,,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,,Meeting of ruling Ugandas Peoples Congress,213.0,Uganda,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,4.0,,,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,Firearms,8.0,0.0,,0.0,0.0,,1,4.0,Unknown,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
201408270011,2014,8,27,,0,,45,Colombia,3,South America,Tolima,Guadualito,3.913644,-75.477196,2.0,0,,"08/27/2014: Assailants opened fire on a military unit in Guadualito area, Tolima department, Colombia. There were no reports of casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Revolutionary Armed Forces of Colombia (FARC).",1,1,0,1.0,1.0,Insurgency/Guerilla Action,0.0,0,0,2,Armed Assault,,,,,4,Military,29.0,Military Unit/Patrol/Convoy,Military Forces of Colombia,Patriotas Infantry Battalion Unit,45.0,Colombia,,,,,,,,,,,,,,,,,Revolutionary Armed Forces of Colombia (FARC),21st Tulio Varon Front,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""A wound professor leaves harassment of the FARC in Tolima,"" eltiempo.com, August 28, 2014.","""Colombia Guerrilla Update: Alias Huesitos, Cousin of Alias Pastor Alape, FARC, Captured in Bolivar,"" OSC Summary, August 29, 2014.",,START Primary Collection,0,0,0,0,
198811180007,1988,11,18,,0,,45,Colombia,3,South America,Huila,Unknown,2.535935,-75.52767,4.0,0,,,1,1,1,0.0,,,0.0,1,0,1,Assassination,,,,,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Patriotic Union Party,Carmen Cuchimba and son,45.0,Colombia,,,,,,,,,,,,,,,,,Death Squad,,,,,,,0.0,,,0,,,,,,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,2.0,,,0.0,,,0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
199601270007,1996,1,27,,0,,6,Algeria,10,Middle East & North Africa,Algiers,Sidi Moussa,36.60637,3.08783,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,20,Unknown,,,,Unk,6.0,Algeria,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Bomb,0.0,,,3.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
199206200001,1992,6,20,,0,,8,Angola,11,Sub-Saharan Africa,Luanda,Luanda,-8.838837,13.235582,1.0,1,,,1,1,0,1.0,1.0,Insurgency/Guerilla Action,0.0,1,0,1,Assassination,,,,,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Military,Army General Sebastiao Garrido,8.0,Angola,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,5,Firearms,3.0,Handgun,,,,,,,,,,,,,Pistol,1.0,,,0.0,,,0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
200301260010,2003,1,26,,0,,92,India,6,South Asia,Andhra Pradesh,Atmakur,15.878893,78.585205,1.0,0,,01/26/2003: Thirteen members of the People's War Group (PWG) invaded the Raghunath cinema inside the Indian town of Atmakur in a late night assault. The assailants disarmed the night watchman and proceeded to detonate the theater causing heavy damage. No one was injured in the attack.,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,1,Business,11.0,Entertainment/Cultural/Stadium/Casino,Raghunath Cinema,"Raghunath Cinema in Atmakur, India",92.0,India,,,,,,,,,,,,,,,,,People's War Group (PWG),,,,,,Unknown,0.0,,,0,13.0,0.0,0.0,,,,,,,,,,6,Explosives,14.0,Time Fuse,5.0,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,The theater was heavily damaged and set ablaze in the attack.,0.0,,,,,,,,,,,,,,,,,"Maoist Guerrillas Blast Cinema Hall in Andhra Pradesh, The Times of India, January 27, 2003.",,,CETIS,0,0,0,0,
201501070074,2015,1,7,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Mussa,10.722753,13.07357,1.0,0,,"01/07/2015: Assailants opened fire on residents in Mussa village, Borno state, Nigeria. At least 20 people were killed and an unknown number of others were injured in the assault. Additionally, an unknown number of buildings were damaged and material goods were stolen during the incident. This was one of two coordinated attacks carried out by the same group in Askira Uba district on this date. No group claimed responsibility; however, sources attributed the incidents to Boko Haram.",1,1,1,0.0,,,1.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,147.0,Nigeria,,,,,,,,,,,,,,,,,Boko Haram,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,20.0,0.0,0.0,,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,"An unknown number of houses were damaged and an unknown number of foodstuffs, motorcycles, and other pieces of assorted property were stolen in this attack.",0.0,,,,,,,,,,,,,,,,,"""Gunmen Kill 26 Residents In Askira Uba Village,"" Leadership, January 8, 2015.",,,START Primary Collection,0,0,0,0,"201501070074, 201501070075"
197302280001,1973,2,28,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1.0,0,,,1,1,0,1.0,1.0,Insurgency/Guerilla Action,0.0,1,0,1,Assassination,,,,,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",British Army,Alan Kennington,216.0,Great Britain,,,,,,,,,,,,,,,,,Irish Republican Army (IRA),,,,,,,0.0,,,0,,,,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,Firearm,1.0,,,,,,0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,CAIN,0,0,1,1,
201709120013,2017,9,12,,0,,92,India,6,South Asia,Chhattisgarh,Barda,20.041118,80.626495,2.0,0,"The incident occurred in the Kanker district, near Pakhanjore.","09/12/2017: Assailants attacked and killed Karu Dugga, a former Maoist, near his residence in Barda, Chhattisgarh, India. No group claimed responsibility for the incident; however, sources attributed the attack to Maoists.",1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,22,Violent Political Party,109.0,Party Official/Candidate/Other Personnel,Communist Party of India - Maoist (CPI-Maoist),Former Member: Karu Dugga,92.0,India,,,,,,,,,,,,,,,,,Maoists,,,,,,,0.0,,,0,5.0,0.0,0.0,,,,,,,,,,9,Melee,23.0,Knife or Other Sharp Object,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Surrendered Naxal killed in Kanker district,"" Press Trust of India, September 12, 2017.",,,START Primary Collection,-9,-9,0,-9,
