eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
198707160016,1987,7,16,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1.0,0,,,1,1,1,0.0,,,0.0,0,0,1,Assassination,,,,,14,Private Citizens & Property,69.0,Religion Identified,,Catholic Youth,233.0,Northern Ireland,,,,,,,,,,,,,,,,,Ulster Freedom Fighters (UFF),,,,,,,0.0,,,0,,,,,,,,,,,,,5,Firearms,4.0,Rifle/Shotgun (non-automatic),,,,,,,,,,,,,Shotgun,0.0,,,1.0,,,0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,1,1,
198706100009,1987,6,10,,0,,159,Peru,3,South America,Lima,Lima,-11.967368,-76.978462,1.0,0,,,1,1,1,0.0,,,0.0,1,0,5,Hostage Taking (Barricade Incident),,,,,10,Journalists & Media,54.0,Radio Journalist/Staff/Facility,Radio Station,Staion Radio Cadena,159.0,Peru,,,,,,,,,,,,,,,,,Tupac Amaru Revolutionary Movement (MRTA),,,,,,,0.0,,,0,,,,,,,,,,,,,5,Firearms,3.0,Handgun,,,,,,,,,,,,,Pistol,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
201406180029,2014,6,18,,1,,182,Somalia,11,Sub-Saharan Africa,Bay,Jameeca,2.799344,44.07994,2.0,0,,"06/18/2014: Assailants abducted 20 civilians in Jameeca village, Bay region, Somalia. The outcome of the abduction is unknown. No group claimed responsibility for the incident; however, sources attributed the abduction to Al-Shabaab.",1,1,1,0.0,,,0.0,1,0,5,Hostage Taking (Barricade Incident),,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,182.0,Somalia,,,,,,,,,,,,,,,,,Al-Shabaab,,,,,,"The specific motive is unknown; however, sources posited that Al-Shabaab abducted the civilians after they refused to pay an extortion.",0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0,,,,,1.0,20.0,0.0,,-99.0,,,0.0,,,,,,7.0,Unknown,-99.0,,"""Highlights: Somalia Daily Media Highlights 19 jun 14,"" OSC Summary, June 18, 2014.",,,START Primary Collection,0,0,0,0,
198508160012,1985,8,16,,0,,160,Philippines,5,Southeast Asia,Bataan,Unknown,14.679084,120.539549,4.0,0,,,1,1,1,0.0,,,1.0,1,0,9,Unknown,,,,,21,Utilities,107.0,Electricity,,29th transmission tower (pylon),160.0,Philippines,,,,,,,,,,,,,,,,,New People's Army (NPA),,,,,,,0.0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0.0,,,0.0,,,1,4.0,Unknown,,Damages: extent of damage unknown (transmission tower),0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,"198508160012, 198508160001, 198508160002, 198508160003, 198508160004, 198508160005, 198508160006, 198508160007, 198508160008, 198508160009, 198508160010, 198508160011, 198508160013, 198508160014, 198508160015, 198508160016, 198508160017, 198508160018, 198508160019, 198508160020, 198508160021, 198508160022, 198508160023, 198508160024, 198508160025, 198508160026, 198508160027"
200807220008,2008,7,22,,0,,205,Thailand,5,Southeast Asia,Yala,Yaha,6.477408,101.135293,3.0,0,"The attempted bombing occurred in Yaha district, Yala province, Thailand.","07/22/2008: On Tuesday, two homemade bombs were placed at the scene of a skirmish between volunteer military personnel and insurgents, intended to detonate against crime scene investigators in Yaha, Yala, Thailand.  The bombs were defused by military units.  No claim of responsibility was issued.",1,1,1,0.0,,,0.0,0,0,3,Bombing/Explosion,,,,,3,Police,25.0,Police Security Forces/Officers,,Crime scene inspectors,205.0,Thailand,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack is unknown.,0.0,,,0,-99.0,-99.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Improvised explosive devices of unspecified origin were used.,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"Bangkok Post, ""Soldier Killed, 5 Hurt in Ambush,"" Bangkok Post, http://www.bangkokpost.com/230708_News/23Jul2008_news16.php.","Lexis Nexis, ""Thai Police Arrest Three Over 2006 Murder of Woman Teacher,"" BBC Monitoring Asia Pacific, July 23, 2008.",,ISVG,-9,-9,0,-9,
199005240005,1990,5,24,,0,,183,South Africa,11,Sub-Saharan Africa,Gauteng,Pretoria,-25.748281,28.212069,1.0,1,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,21,Utilities,107.0,Electricity,,Transformer,183.0,South Africa,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
201402100020,2014,2,10,,0,,4,Afghanistan,6,South Asia,Kabul,Kabul,34.516895,69.147011,1.0,0,,"02/10/2014: A suicide bomber in an explosives-laden vehicle detonated targeting a North Atlantic Treaty Organization (NATO) convoy in eastern Kabul city, Kabul province, Afghanistan. Two United States civilian contractors were killed and six people were injured by the blast. Hizb-i-Islami claimed responsibility for the incident.",1,1,0,1.0,1.0,Insurgency/Guerilla Action,0.0,1,1,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),Civilian Contractors,422.0,International,,,,,,,,,,,,,,,,,Hizb-I-Islami,,,,,,,0.0,,,0,-99.0,0.0,1.0,8.0,Personal claim,,,,,,,,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,A suicide car bomber in a Toyota Corolla was used in the attack.,3.0,2.0,1.0,6.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Two vehicles were damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this attack conflict across sources. Following GTD protocol, the lowest estimates are reported here.","""2 civilian contractors killed in Afghanistan were Americans,"" CNN, February 11, 2014.","""Two NATO civilian workers killed in Kabul suicide attack,"" Agence France Presse -- English, February 10, 2014.","""Two NATO contractors killed in suicide attack,"" Turkish Press, February 10, 2014.",START Primary Collection,0,1,1,1,
198806180006,1988,6,18,,0,,160,Philippines,5,Southeast Asia,Pampanga,Angeles,15.153002,120.591942,1.0,0,,,1,1,1,-9.0,,,0.0,1,0,1,Assassination,,,,,1,Business,,,Lawyer,Ramos Cuba,160.0,Philippines,,,,,,,,,,,,,,,,,Death Squad,,,,,,,0.0,,,0,2.0,,,,,,,,,,,,5,Firearms,3.0,Handgun,,,,,,,,,,,,,Pistol,1.0,,,0.0,,,0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
201201230016,2012,1,23,,0,,95,Iraq,10,Middle East & North Africa,Kirkuk,Al-Rashad,35.244621,44.275486,1.0,0,Incident occurred 35km SW of Kirkuk,"01/23/2012: Gunmen attacked Ali Ghazi Khalaf in Al-Rashad area, Kirkuk, Iraq. Khalaf was the head of a local Sahwa Council. Khalaf was killed in the attack, and three of his bodyguards were injured. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,17,Terrorists/Non-State Militia,94.0,Non-State Militia,Sahwa Council,Leader,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,1.0,0.0,0.0,3.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""FACTBOX-Security developments in Iraq, January 23,"" Reuters News, January 23, 2012.","""3 killed, 7 people wounded in attacks in Iraq,"" Xinhua News Agency, January 23, 2012.","""Sahwa commander killed, 3 others injured in Kirkuk attack,"" Aswat al-Iraq, January 23, 2012.",START Primary Collection,-9,-9,0,-9,
201504010055,2015,4,1,,0,,123,Mali,11,Sub-Saharan Africa,Gao,Ansongo,15.666816,0.508533,1.0,0,,"04/01/2015: Assailants fired rockets that landed near a United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA) base and detonated in Ansongo town, Gao region, Mali. At least one civilian was killed and two peacekeepers were wounded in the blasts. No group claimed responsibility; however, sources attributed the attack to the Movement for Oneness and Jihad in West Africa (MUJAO).",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,7,Government (Diplomatic),47.0,"International Organization (peacekeeper, aid agency, compound)",United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA),Base,422.0,International,,,,,,,,,,,,,,,,,Movement for Oneness and Jihad in West Africa (MUJAO),,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Rockets were used in the attack.,1.0,0.0,0.0,2.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,An unknown number of sheep and goats were damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""UN Base in North Mali Comes Under Heavy Rocket Fire; 2 Troops Wounded, 1 Civilian Killed,"" Radio Nata, April 2, 2015.","""Shells launched at U.N. base in north Mali -sources,"" Reuters India, April 1, 2015.",,START Primary Collection,0,1,1,1,
199410250002,1994,10,25,,0,,168,Rwanda,11,Sub-Saharan Africa,Kigali,Kanzenze,-2.077969,30.072236,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,7,Government (Diplomatic),47.0,"International Organization (peacekeeper, aid agency, compound)",UN Peace Keepers,Two British UN peace-keepers,422.0,International,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,8.0,Landmine,,,,,,,,,,,,,Land mine,0.0,,,2.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
200908190001,2009,8,19,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,1.0,0,"The attack took place near the Finance Ministry in the central Bab al Muazzam neighborhood in Baghdad, Iraq.","08/19/2009: On Wednesday morning between 1030 and 1100, in the Ar Rusafa and Al Karkh districts of Baghdad, Iraq, a suicide bomber detonated a vehicle-borne improvised explosive device (VBIED) on an overpass near the Finance Ministry in the central Bab al Muazzam neighborhood. Simultaneously, assailants detonated a VBIED outside the Foreign Ministry near the central International (Green) Zone, killing 101 government employees, civilians, and children; wounding 552 government employees, civilians, and children; and damaging one overpass, scores of vehicles, three government buildings, at least one hundred residences including apartment buildings, one school, one hotel, and over at lease one hundred other buildings. Authorities discovered and safely defused two more VBIEDs near the Foreign Ministry. The Islamic State of Iraq (ISI) claimed responsibility, but authorities also blamed Baathists from the former regime.",1,1,1,0.0,,,0.0,1,1,3,Bombing/Explosion,,,,,2,Government (General),21.0,Government Building/Facility/Office,Iraqi Government,The Finance Ministry building,95.0,Iraq,,,,,,,,,,,,,,,,,Islamic State of Iraq (ISI),,,,,,The specific motive for the attack is unknown.,0.0,,,0,1.0,0.0,0.0,,,,,,,,,,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,Two suicide vehicle-borne improvised explosive devices were used in the attack.,102.0,0.0,1.0,552.0,0.0,0.0,1,2.0,Major (likely >= $1 million but < $1 billion),,"The attack caused damage to one overpass, several vehicles, three government buildings, at least one hundred residences, one school, one hotel, and at least one hundred other buildings.",0.0,,,,,,,,,,,,,,,,"The most recent available sources listed the fatalities for this attack from 82 to 101, and the injuries for this attack from 310 to 1,203, so the majority casualty figures have been used in order to preserve statistical accuracy in the database.","Voice of Iraq, ""Footage of ""Confessions"" by Wednesday Bombings' Prime Suspect Broadcast,"" http://en.aswataliraq.info/?p=117928 (August 23, 2009).","National Counterterrorism Center, ""101 Government Employees, Civilians, and Children Killed, 1,203 Government Employees, Civilians, and Children Wounded in Suicide Vehicle Bourne Improvised Explosive Device and Vehicle Bourne Improvised Explosive Device Attacks by Islamic State of Iraq in Baghdad, Iraq,"" Worldwide Incidents Tracking System, January 13, 2010.","Elizabeth Arrott, ""Baghdad Blasts Kill Ninety-Five,"" http://www.voanews.com/english/2009-08-19-voa8.cfm (August 19, 2009).",ISVG,0,0,0,0,
199009150003,1990,9,15,,0,,45,Colombia,3,South America,Antioquia,Bananera,8.08652,-76.665816,2.0,0,,,1,1,1,0.0,,,1.0,1,0,3,Bombing/Explosion,,,,,21,Utilities,108.0,Oil,Ecopetrol,Cano Limon- Covenas Pipeline,45.0,Colombia,,,,,,,,,,,,,,,,,National Liberation Army of Colombia (ELN),,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,"199009150003, 199009150004"
200702260001,2007,2,26,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,1.0,0,,"02/26/2007: A female suicide bomber wearing a vest packed with explosives blew herself up in the lobby of the Baghdad College of Economy and Administration in Baghdad, Iraq. Forty students were killed. No group claimed responsibility for the attack.",1,1,1,0.0,,,0.0,1,1,3,Bombing/Explosion,,,,,8,Educational Institution,49.0,School/University/Educational Building,Civilians,Civilians,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,0,1.0,0.0,-9.0,,,,,,,,,-9.0,6,Explosives,13.0,Suicide (carried bodily by human being),,,,,,,,,,,,,,41.0,0.0,1.0,,0.0,0.0,-9,,,,,0.0,,,,,,,,,,,,,,,,,"Dean Yates, Bomber kills 40 students - Cleric rejects US crackdown as suicide slayer strikes, The Daily Telegraph (Australia), February 27, 2007.","College bombing kills 40, Chinadaily.com, February 26, 2007.","Harry de Quetteville, 40 die as bombers target Iraq students, The Daily Telegraph (LONDON), February 26, 2007.",CETIS,-9,-9,0,-9,
201310280026,2013,10,28,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,1.0,0,Incident occurred in the Arab Jubur area of the city.,"10/28/2013: An explosive device detonated near a cafe in Arab Jubur neighborhood, Baghdad city, Baghdad governorate, Iraq. At least six people were killed and 14 others were injured in the blast. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,1,Business,2.0,Restaurant/Bar/Café,Unknown,Cafe,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,A roadside bomb was used in the attack.,6.0,0.0,0.0,14.0,0.0,0.0,-9,,,,It is unknown if the cafe was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""16 killed, 32 wounded in violent attacks in Iraq,"" Philippines News Agency, October 29, 2013.","""Iraq: Roundup of Security Incidents 28 October-03 November 2013,"" OSC Summary, November 5, 2013.",,START Primary Collection,-9,-9,0,-9,
201607110007,2016,7,11,,0,,4,Afghanistan,6,South Asia,Farah,Karez,31.725003,61.63853,1.0,0,,"07/11/2016: Assailants attacked a police check post in Karez, Farah, Afghanistan. Ten assailants were killed while seven others were wounded in the attack and ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",1,1,1,0.0,,,0.0,0,0,2,Armed Assault,,,,,3,Police,24.0,Police Checkpoint,Afghan National Police (ANP),Checkpoint,4.0,Afghanistan,,,,,,,,,,,,,,,,,Taliban,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,10.0,0.0,10.0,7.0,0.0,7.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""10 Taliban Killed in Farah Clash,"" Tolo News, July 12, 2016.","""Media Highlights on Afghanistan 12 July 2016,"" Summary, July 12, 2016.","""Taliban Attack Repulsed in Farah, 10 Killed, 7 Wounded,"" Federation of Arab News Agencies, July 12, 2016.",START Primary Collection,0,0,0,0,
198711100007,1987,11,10,,0,,83,Guatemala,2,Central America & Caribbean,Solola,Santiago Atitlan,14.638379,-91.230164,1.0,0,,,1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,govt,town of santiago,83.0,Guatemala,,,,,,,,,,,,,,,,,Revolutionary Organization of People in Arms (ORPA),,,,,,,0.0,,,0,,,,,,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
201601210035,2016,1,21,2016-01-21 00:00:00,0,,95,Iraq,10,Middle East & North Africa,Saladin,Tarmiyah,33.669689,44.381317,1.0,0,,"01/21/2016: Assailants detonated a hand grenade targeting a police patrol in Tarimiyah, Saladin, Iraq. At least two police officers were killed and three officers were injured in the blast. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,3,Police,23.0,Police Patrol (including vehicles and convoys),Iraqi Police Service (IPS),Patrol,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,7.0,Grenade,,,,,,,,,,,,,,2.0,0.0,0.0,3.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Iraq: Security Roundup 1900 GMT 21 January 2016,"" OSC Summary, January 21, 2016.",,,START Primary Collection,-9,-9,0,-9,
201501230042,2015,1,23,,0,,19,Bangladesh,6,South Asia,Rajshahi,Amnura Nayanagar,24.633056,88.398099,2.0,1,Incident occurred on the Chapainawabganj-Amnura Road near Amnura Nayanagar.,"01/23/2015: Assailants threw two explosive devices at a truck on Chapainawabganj-Amnura road in Amnura Nayanagar area, Rajshahi division, Bangladesh. Two people, identified as Nasib Ali and Harunur Rashid, were injured in the attack. No group claimed responsibility for the incident.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,1,Business,7.0,Retail/Grocery/Bakery,Unknown,Goods Truck,19.0,Bangladesh,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,17.0,Other Explosive Type,,,,,,,,,,,,,Two crude bombs were used the attack.,0.0,0.0,0.0,2.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A truck was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Bomb thrown at truck hurting driver, helper in C\\\'nawabganj,"" Financial Express Bangladesh, January 24, 2015.",,,START Primary Collection,-9,-9,0,-9,
201709150003,2017,9,14,2017-09-14 00:00:00,0,,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,1.0,0,The incident occurred in the Al-Qayrawan neighborhood.,"09/14/2017: Fifteen suicide bombers attacked Abu Raseen in Al-Qayrawan neighborhood, Mosul, Nineveh, Iraq. Security forces repelled the assault, killing 12 assailants. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).",1,1,1,0.0,,,0.0,0,1,3,Bombing/Explosion,,,,,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Abu Raseen Village,Village,95.0,Iraq,,,,,,,,,,,,,,,,,Islamic State of Iraq and the Levant (ISIL),,,,,,,0.0,,,0,15.0,0.0,0.0,,,,,,,,,,6,Explosives,13.0,Suicide (carried bodily by human being),,,,,,,,,,,,,,12.0,0.0,12.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Twelve IS suicide attackers killed in clashes with paramilitary troops in Mosul,"" Iraqi News, September 14, 2017.","""Iraq: Security Roundup 1900 GMT 16 September 2017,"" Summary, September 16, 2017.",,START Primary Collection,0,1,0,1,
200710280010,2007,10,28,,0,,95,Iraq,10,Middle East & North Africa,Wasit,Kut,32.533287,45.829453,1.0,0,"At the home of an Iraqi civilian female in Kut, Wasit Governorate.","10/28/2007: An Iraqi civilian female was killed when an unknown number of unknown perpetrators carrying small arms stormed her home and shot her in Kut, Wasit Governorate, Iraq.",1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Iraqi civilians,Civilian in Kut.,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,0,,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"Factbox - security developments in Iraq, Oct 28, Reuters, October 28, 2007.",,,CETIS,-9,-9,0,-9,
201708120064,2017,8,12,,0,,147,Nigeria,11,Sub-Saharan Africa,Borno,Amarwa,11.831317,13.150848,2.0,0,The incident occurred 20 kilometers from Maiduguri,"08/12/2017: Assailants opened fire on civilians and set fire to houses in Amarwa, Borno, Nigeria. At least four people were killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Boko Haram.",1,1,1,0.0,,,0.0,1,0,2,Armed Assault,7.0,Facility/Infrastructure Attack,,,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Amarwa Village,Village,147.0,Nigeria,,,,,,,,,,,,,,,,,Boko Haram,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,8.0,Incendiary,18.0,Arson/Fire,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,An unspecified number of houses and other property were damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Boko Haram Gunmen Kill Four In Nigeria Village Raid,"" AFP (World Service), August 13, 2017.","""Boko Haram gunmen kill four in Nigeria village raid,"" Business Recorder, August 14, 2017.","""Militants kill 4, torch homes in Nigerian village 6hr,"" PressTV.com, August 14, 2017.",START Primary Collection,0,0,0,0,
201506210053,2015,6,21,,0,,200,Syria,10,Middle East & North Africa,Aleppo,Aleppo,36.201721,37.14352,1.0,0,The incident occurred in the Khaldiyah neighborhood of the city.,"06/21/2015: Assailants fired rockets that landed and detonated in Khaldiyah neighborhood, Aleppo city, Aleppo governorate, Syria. At least three people were killed in the incident. This was one of two projectile attacks in different Aleppo neighborhoods on the same day. No group claimed responsibility for the incidents.",1,1,1,0.0,,,1.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Khaldiyah Neighborhood,Neighborhood,200.0,Syria,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Rockets were used in the attack.,3.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Unspecified property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,Casualty numbers for this attack represent a division of the cumulative total for those killed and wounded across incidents (201506210053-54).,"""Dozens reported killed in violence across Syria,"" Al Jazeera, June 21, 2015.","""SOHR: About 20 civilians killed and wounded in shelling on areas in the city of Aleppo,"" Syrian Observatory for Human Rights, June 21, 2015.",,START Primary Collection,-9,-9,0,-9,"201506210053, 201506210054"
197506140005,1975,6,14,,0,,217,United States,1,North America,Illinois,Chicago,41.842602,-87.681229,1.0,0,,,1,1,1,0.0,,,1.0,1,0,3,Bombing/Explosion,,,,,1,Business,3.0,Bank/Commerce,,First National Bank,217.0,United States,,,,,,,,,,,,,,,,,Fuerzas Armadas de Liberacion Nacional (FALN),,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0.0,,,0.0,,,1,3.0,Minor (likely < $1 million),5000.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,1,0,0,1,"197506140002, 197506140005, 197506140006"
200808260022,2008,8,26,,0,,153,Pakistan,6,South Asia,Balochistan,Dera Bugti,29.034412,69.158661,1.0,1,,"08/26/2008: On Tuesday, near Dera Bugti, Balochistan, Pakistan, assailants detonated an improvised explosive device near a 20-inch diameter gas pipeline, damaging one pipeline but causing no casualties. No motive was reported and no group claimed responsibility.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,21,Utilities,106.0,Gas,,A gas pipeline,153.0,Pakistan,,,,,,,,,,,,,,,,,Unknown,,,,,,The specific motive for the attack is unknown.,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,6,Explosives,17.0,Other Explosive Type,,,,,,,,,,,,,An improvised explosive device was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,,The attack caused an unknown amount of property damage to a gas pipeline.,0.0,,,,,,,,,,,,,,,,,"National Counterterrorism Center, ""One Gas Pipeline Damaged in IED Attack near Dera Bugti, Balochistan, Pakistan,"" Worldwide Incidents Tracking System, January 25, 2010.","Pacific Island News Service, ""Strike Paralyses Balochistan,"" LexisNexis Academic, PacNews, August 26, 2008.",,ISVG,-9,-9,0,-9,
